"","score","text","polarity"
"1052",0,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty no ur not tlaking law, b… https://t.co/P8zQ3CTjXe","neutral"
"1053",0,"RT @rajeev_mp: The last 5 yrs @narendramodi has done more to #SecureIndia n for the cause of our VETERANS n our ARMED FORCES thn all govts…","neutral"
"1054",-1,"@BJP4India @smritiirani @RahulGandhi  Pappu your father was hitler and corrupted man","negative"
"1055",0,"@NewShiningIndia @ctex108 @TIME @BJP4India Did I hit a nerve?😂
It becomes my business when it impacts my family. It… https://t.co/XJyhlrE6zK","neutral"
"1056",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty N thanks to @BJP4India… https://t.co/2cZWu3jEIu","neutral"
"1057",0,"@ashutosh83B @AamAadmiParty @ArvindKejriwal @Saurabh_MLAgk @SanjayAzadSln @BJP4India @INCIndia Because people vote for BJP.....hehe 😂","neutral"
"1058",0,"@RiaRevealed @BJP4India @narendramodi Where was this tweet when Congress was onna thanking nehru spree","neutral"
"1059",0,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty ur stating facts yea rig… https://t.co/MKgOu1pw3S","neutral"
"1060",1,"RT @suparnomoitra: Inspite of many #faults, @BJP4India has done a #little bit here &amp; there on #Vikas. But I wonder why it has #relegated #V…","positive"
"1061",0,"RT @Rashmi40429165: @Nikita76154555 @JPNadda @BJP4India @MoHFW_INDIA @NITIAyog @HRDMinistry @narendramodi @AmitShah Please re-revise neet p…","neutral"
"1062",-1,"@bsesdelhi @ArvindKejriwal @INCIndia @BJP4India @PMOIndia @narendramodi Arvind ji why are killing us..jab aap se na… https://t.co/XDAIzqoB7V","negative"
"1063",0,"RT @Rashmi40429165: @Nikita76154555 @JPNadda @BJP4India @MoHFW_INDIA @NITIAyog @HRDMinistry @narendramodi @AmitShah Please re-revise neet p…","neutral"
"1064",0,"@Nikita76154555 @JPNadda @BJP4India @MoHFW_INDIA @NITIAyog @HRDMinistry @narendramodi @AmitShah Please re-revise ne… https://t.co/SDDiUwzFN9","neutral"
"1065",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Protect yourself from… https://t.co/eeH5SLsMmv","neutral"
"1066",0,"RT @kavitaashok1969: My true little @YAMUNA visit!#environmentactivist #kavitaashok #polluted #CitizenOutreach #HEP #sandmining #drying #st…","neutral"
"1067",-1,"@LIST_BUCKET_ @BJP4India Pragya Thakur is the worst decision by BJP so far.","negative"
"1068",0,"RT @SinghPramod2784: Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat has gone to Sh…","neutral"
"1069",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Lion? I am just talkin… https://t.co/I7vOdVey6p","neutral"
"1070",0,"@ddt0801 @GargaC @sanjayuvacha @AtishiAAP @BJP4India @AamAadmiParty @GautamGambhir @AITCofficial And this study was… https://t.co/Ulcdey0hsf","neutral"
"1071",1,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty protect myself from what… https://t.co/vuBkzQSqlA","positive"
"1072",1,"RT @Ramesh_BJP: #JitegaModiJitegaBharat
#TimeMagazine
#IStandWithGambhir 
A first time voter is clear in her view on why she is going to vo…","positive"
"1073",-2,"This breaks my heart.the kind of politics that this sick dynasty has played in the past is outrageous. this is the… https://t.co/Ot1qlgSh0I","negative"
"1074",-2,"RT @RavinarIN: Dear dumb spokies and supporters of @BJP4India on @Republic... Why in hell are you demanding ""Sack Pitroda""?.. Are you that…","negative"
"1075",0,"@TIME Hate will not win!! @narendramodi @BJP4India Byee Gn!! https://t.co/AByISjuT65","neutral"
"1076",-1,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty man u really got upset w… https://t.co/bzy82FB2so","negative"
"1077",-1,"RT @AnkitLal: .@AamAadmiParty sends legal notice to @BJP4India and it's East Delhi candidate @GautamGambhir over derogatory content in pamp…","negative"
"1078",1,"@ETNOWlive @INCIndia @BJP4India True... Well Said.. Ruling twisting statements made by opponents to favour them.. R… https://t.co/sii1fOi2t3","positive"
"1079",-1,"RT @DeccanHerald: BJP can never be an ""individual-centric"" party as it is based on ideology, Union minister @nitin_gadkari said, denying al…","negative"
"1080",-1,"RT @AnkitLal: .@AamAadmiParty sends legal notice to @BJP4India and it's East Delhi candidate @GautamGambhir over derogatory content in pamp…","negative"
"1081",0,"@VasuChauhan3 @SubodhChitalia @narendramodi @BJP4India @RSSorg @AmitShah @ZeeNews @indiatvnews @republic Agreed on point!","neutral"
"1082",0,"RT @Deepak12112000: We support @GautamGambhir ...... Mtlb kuch bhi jo mann me aayega wahi allegation laga denge kisi pe bhi?? Sportsman is…","neutral"
"1083",0,"@VakilBharati @VictoryForNamo @SarojShrnM @hindustanse @iPuneetSharma @narendramodi @AmitShah @amitmalviya… https://t.co/8BHp4ylvf1","neutral"
"1084",0,"@raju @ianbremmer @narendrmodi @BJP4India @TIME That is true. And he is also the divider in chief. They aren’t mutually exclusive","neutral"
"1085",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"1086",0,"RT @TonySahajlain: No mainstream media will show this ""Aazadi"" slogans shouted by the Muslims! #MustWatch
#ModiHiAayega
@RahulGandhi
@naren…","neutral"
"1087",0,"@InsaneJhalli @SubodhChitalia @narendramodi @BJP4India @RSSorg @AmitShah @ZeeNews @indiatvnews @republic This… https://t.co/WT0AVL6mIe","neutral"
"1088",1,"Finally @INCIndia got in trap of @BJP4India which can be avoided. Everything is fair n love n politics. https://t.co/41eDs73ssj","positive"
"1089",-1,"What a Shame.....RAGA1 was our PM....he seems to be even worst than RAGA2......wish we had social media at that tim… https://t.co/zVsuDkqByR","negative"
"1090",0,"RT @AnkitLal: It's been almost hour and half the embargo period for Delhi Lok Sabha polls has started.

All parties and candidates ask supp…","neutral"
"1091",0,"RT @drsuhask: @Outlookindia @yadavtejashwi @narendramodi @BJP4India Nobody has guts to end the reservation!#MURDEROFMERIT #saynotoreservati…","neutral"
"1092",2,"RT @ahmedalifayyaz: I'm neither Modi bhakt nor impressed by @BJP4India ideology/governance. But impressed by this Kashmir BJP leader Sofi Y…","positive"
"1093",0,"RT @amritabhinder: Watch @BJP4India's broadcast: PM Modi addresses public meeting in Hoshiarpur, Punjab. Dial 9345014501 to listen LIVE

 #…","neutral"
"1094",0,"Anti national @BJP4India https://t.co/CcXRUgksA6","neutral"
"1095",0,"RT @Saurabhsherry: #LokSabhaElections2019: In #Azamgarh, @yadavakhilesh hopes to hand 'embarrassing defeat' to @BJP4India, says city has 's…","neutral"
"1096",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Just do what yo can do… https://t.co/oqmNAEod6X","neutral"
"1097",0,"RT @abhiparlib: Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat has gone to Shiv Se…","neutral"
"1098",0,"RT @RiaRevealed: Can @BJP4India stop dwelling in the past..?? We aren't in the 70's or 80's.. We are in 2019 Mr @narendramodi rather than t…","neutral"
"1099",1,"RT @Ramesh_BJP: #JitegaModiJitegaBharat
#TimeMagazine
#IStandWithGambhir 
A first time voter is clear in her view on why she is going to vo…","positive"
"1100",0,"@KohimaVittal @CNNnews18 @Zakka_Jacob @BJP4India @INCIndia Plz stop justifying in any way. You cannot. Nothing can warrant that genocide.","neutral"
"1101",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"1102",0,"RT @SARVESH07895264: @IamDharmenderN @narendramodi @AmitShah @BJP4India @nsitharaman @rajnathsingh @PiyushGoyal @smritiirani @p_sahibsingh…","neutral"
"1103",-3,"RT @manantatmula: @TIME Of course... if people can endure the crap you print, biased opinion, half baked truth, ur rhetoric on hindus, why…","negative"
"1104",0,"RT @haydarraza: #ShameOnGambhir #ShameOnGautamGambhir #ShameOnChorChokidarPMModi How low can you go more ?? @BJP4India https://t.co/LkmTUOp…","neutral"
"1105",0,"RT @rajeev_mp: The last 5 yrs @narendramodi has done more to #SecureIndia n for the cause of our VETERANS n our ARMED FORCES thn all govts…","neutral"
"1106",-1,"@SinghPramod2784 @BJP4India Nincompoop moron @ashutosh83B its like Kanshi Ram intended tight slap 2… https://t.co/4IiWnoO3QB","negative"
"1107",-1,"Small correction: He is trying to distract nation from your family, not from issues....If first one is achieved (ho… https://t.co/zEELxKzZfk","negative"
"1108",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"1109",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Hahaha!! Small town ,r… https://t.co/JSn1UY2DWp","neutral"
"1110",1,"RT @amitjogi: No longer Mr @RahulGandhi ‘s ‘guru’, Mr @sampitroda has become Mr @narendramodi ‘s best friend. If @BJP4India returns to powe…","positive"
"1111",0,"RT @shamsherkainth: @tweetkundan @GautamGambhir @BJP4India This is amazing. Fooling the voters even before he is elected.","neutral"
"1112",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"1113",0,"RT @shaziailmi: Aap’s Dirty tricks Dept at work.The same kind of filth was written about me by their trolls! Gautam Gambhir is a decent per…","neutral"
"1114",0,"@CaptAbhimanyu @narendramodi @BJP4India JayBJP! JayHind! Bharatmataa ki Jay!","neutral"
"1115",-1,"@naresh809 @ndtv @Tejasvi_Surya @BJP4India @BJP4Karnataka @KannadaPrabha @VVani4U Mast joke marra re.. ek aur suna… https://t.co/pjSGzMaWDn","negative"
"1116",1,"@ajaishukla @narendramodi @francescam63 @BJP4India Rather have her than a bigot like you. @narendramodi ji is way a… https://t.co/RQMWzn2eZL","positive"
"1117",0,"RT @sharmanator992: This is the true face of @BJP4India #ShameOnGautamGambhir 
#ShameOnPMModi https://t.co/cM0v1YbPoP","neutral"
"1118",3,"RT @BjpBiplab: The energy, enthusiasm and support among the people of Bengal for  @BJP4India and PM Shri @narendramodi Ji is clearly visibl…","positive"
"1119",0,"RT @VMuppi: Now shri @RahulGandhi ji,  your statement below 
https://t.co/brGMI1OR3d

would not be necessary. Why did you outsource the app…","neutral"
"1120",-2,"RW will abuse me but I wanna say something
#PragyaThakur is the worst decision @BJP4India has come up with. Like se… https://t.co/J2vpXiZo73","negative"
"1121",0,"@devadabel @VMuppi @sampitroda @narendramodi @BJP4India @INCIndia Pitroda is an a**hole","neutral"
"1122",0,"India will change the day the politicians believe they are “governing the country” and not “ruling the country”. We… https://t.co/iLFqqt9Qx5","neutral"
"1123",-2,"@Swamy39 @naresh_thakur Thanks to you and @narendramodi Lies, false accusations and Mavericks, people of India have… https://t.co/BiOzhVxNz6","negative"
"1124",1,"You c @BJP4India is playing long con here.
They couldn't fulfill any promise from last election so they're playing… https://t.co/bWZhnUCwzP","positive"
"1125",0,"If it's not the same as the cups issue, it's surely same as the time when in Rajasthan, the governer supported… https://t.co/ApE6jePv0z","neutral"
"1126",-1,"I may be wrong here but isn't it same as the #Chowkidar cups in #IndianRailways.Official position used to promote a… https://t.co/93BOgzXpY6","negative"
"1127",1,"RT @UrviMD: @VMuppi @sampitroda @narendramodi @BJP4India @INCIndia Is @sampitroda like Shakuni who was hellbent on destroying Kauravas for…","positive"
"1128",0,"@VasuChauhan3 @SubodhChitalia @narendramodi @BJP4India @RSSorg @AmitShah @SubodhChaitalia andhbhakt jee!
For Peace'… https://t.co/UC4QlZlzjC","neutral"
"1129",0,"RT @SinghPramod2784: Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat has gone to Sh…","neutral"
"1130",0,"@sakshijoshii The only thing they r good at ...but always end up with false editing or faking 
@amitmalviya @BJP4India","neutral"
"1131",0,"@BarunBose11 @news24tvchannel @capt_amarinder @BJP4India @PMOIndia @narendramodi @RahulGandhi @INCIndia In above on… https://t.co/70niaU5MrC","neutral"
"1132",0,"@ahmedpatel @narendramodi @BJP4India @INCIndia @RahulGandhi 
My Interview on @4tvhyd
Reg MyBook ""Scared To Answer M… https://t.co/Z7YnUDVNEI","neutral"
"1133",0,"RT @shaziailmi: Aap’s Dirty tricks Dept at work.The same kind of filth was written about me by their trolls! Gautam Gambhir is a decent per…","neutral"
"1134",0,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty 🤣 thats some small town… https://t.co/TmiENu38Cc","neutral"
"1135",-1,"@ZeeNews @narendramodi @sudhirchaudhary @BJP4India @SushmaSwaraj @narendramodi dear madam we sent a complaint mail… https://t.co/FwJzHTQwt6","negative"
"1136",0,"@BJP4India Can we talk about one thing here.. How come you have never thought about honoring the Sikhs died in the… https://t.co/h1qZc3rmhB","neutral"
"1137",1,"@ANI @narendramodi All people have to do now is guard the EVM as you cannot win without Tampering , you are a Chor… https://t.co/1OElXNFe2Z","positive"
"1138",0,"RT @shruttitandon: Gautam Gambhir for you ladies and gentlemen #IStandWithGambhir @GautamGambhir @BJP4India #GautamGambhir We were with you…","neutral"
"1139",-1,"@SinghPramod2784 @Satyaka14273620 @BJP4India Pawar wants to keep being relevant in  media,  be it due to such silly statements","negative"
"1140",0,"@yadavdimples @yadavakhilesh @BJP4India Muskeel hai ghussn amit sh","neutral"
"1141",-2,"Presenting to you some 'Neutral Journalists' who seem to be more worried about the electoral damage Uncle Sam is do… https://t.co/qPZTVYeU1U","negative"
"1142",0,"@BJP4India @INCIndia both of you should learn the politics first from your guru @AamAadmiParty @ArvindKejriwal the… https://t.co/dpQvp8O3zV","neutral"
"1143",-1,"RT @szarita: Appalling and lamentable attitude of @Tejasvi_Surya on National television just proves what kind of a substandard representati…","negative"
"1144",0,"@InsaneJhalli @SubodhChitalia @narendramodi @BJP4India @RSSorg @AmitShah Maybe this #Bhakt is plotting a plan to ki… https://t.co/yutnD5q7c1","neutral"
"1145",0,"RT @AnkitLal: It's been almost hour and half the embargo period for Delhi Lok Sabha polls has started.

All parties and candidates ask supp…","neutral"
"1146",0,"RT @AnkitLal: It's been almost hour and half the embargo period for Delhi Lok Sabha polls has started.

All parties and candidates ask supp…","neutral"
"1147",0,"RT @BJP4India: BJP National President Shri @AmitShah's interview on Republic Bharat at 5 pm &amp; 8 pm and Republic TV at 6:30 pm &amp; 8:30 pm. #J…","neutral"
"1148",0,"@ahmedalifayyaz @BJP4India What's the connection of this video with J&amp;K? In video it says this is not india, it in… https://t.co/WM7HjddXtZ","neutral"
"1149",-1,"RT @AnkitLal: .@AamAadmiParty sends legal notice to @BJP4India and it's East Delhi candidate @GautamGambhir over derogatory content in pamp…","negative"
"1150",0,"RT @Sarthak65120281: @BJP4India Finally his dream came true☺☺ https://t.co/0vWmq9PxXx","neutral"
"1151",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1152",-1,"@YearOfTheKraken @UnSubtleDesi @BJP4India @MakrandParanspe @vivekagnihotri Adding to your critics you should have a… https://t.co/G2SpI9Src5","negative"
"1153",0,"RT @LakshmiRamach14: @vijithomasak @IamDharmenderN @vkjaitly @narendramodi @AmitShah @BJP4India @nsitharaman @rajnathsingh @PiyushGoyal @sm…","neutral"
"1154",0,"RT @AnkitLal: It's been almost hour and half the embargo period for Delhi Lok Sabha polls has started.

All parties and candidates ask supp…","neutral"
"1155",-2,"India's Divider in Chief is another propaganda to malign the image of our country &amp; Prime Minister of India by cong… https://t.co/BsVOX9cY6y","negative"
"1156",0,"RT @BJP4India: In the last assembly polls in UP, arithmetic was in the favour of the opposition and at that time I used to say and I repeat…","neutral"
"1157",1,"RT @BJP4India: Whatever the levels of violence, Mamata didi better know that the people on the ground are not voting for her and the BJP wi…","positive"
"1158",-2,"RT @BJP4India: Sadhvi Pragya Singh Thakur’s candidature from the BJP, is a satyagraha against the fake Hindu terror theory.

Read Shri @Ami…","negative"
"1159",1,"RT @BJP4India: If you are so concerned about the stature and dignity of a former Prime Minister, what about the stature and dignity of the…","positive"
"1160",0,"@harisbhadra @ArunbajpaiRajan @vkjaitly @BJP4India @narendramodi @ShatruganSinha @INCIndia @sampitroda @RahulGandhi… https://t.co/68OG3ZiO5X","neutral"
"1161",-1,"@ndtv @nitin_gadkari @ndtv speaking #khangress language!! @BJP4India should boycott this #bootlicker channel!!","negative"
"1162",0,"@BJP4Delhi @RameshwarAryaG @myogiadityanath @GautamGambhir Wah @GautamGambhir wah. 3 seat only get by @BJP4India.","neutral"
"1163",-1,"RT @BJP4India: Rahul Gandhi's mentor Sam Pitroda justifying Sikh genocide of 1984. https://t.co/9vL9aBIB6g","negative"
"1164",0,"@HashKahim @Abhi_4_Nation @IamIconoclast @yadavakhilesh @BJP4India Not even by a long shot ... the emozi at the end… https://t.co/BSyW38VjPO","neutral"
"1165",-2,"@BJP4India @INCIndia @RahulGandhi 
After watching modijis interview, rahulji would be shit scared with the quality… https://t.co/aqxNHzoEf8","negative"
"1166",-1,"@PvbrsRohit @BJP4India @_SwarajIndia Circumstances😳 what are u talking about? If somebody will cry infront of me an… https://t.co/N4UuSRidkj","negative"
"1167",0,"@ahmedpatel Sh #AhmedPatel Ji
Here is My Book 
Narrating All Misdeeds&amp; Misleadings all Schemes &amp; Slogans of Sh… https://t.co/E38No3dF8D","neutral"
"1168",0,"@RiaRevealed @BJP4India @nitin_gadkari if BJP won’t get majority and manage to b the largest party he would PM..Atl… https://t.co/TSKL6zJrXs","neutral"
"1169",0,"@TheArvindDhar @Tejasvi_Surya Thank you @TheArvindDhar for the link. @Tejasvi_Surya is articulate, incisive &amp; calm.… https://t.co/wbnZrlHtwH","neutral"
"1170",0,"A Pakistan aircraft entered India today, now a jet will enter, later bombs &amp; explosives will come! 
If exit polls t… https://t.co/NO9S0SgoP3","neutral"
"1171",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"1172",-1,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Making accusations aga… https://t.co/TO6gpjJRd3","negative"
"1173",1,"Dear Indians - please go out and vote for @BJP4India - support @narendramodi ji .","positive"
"1174",0,"@VasuChauhan3 @SubodhChitalia @narendramodi @BJP4India @RSSorg @AmitShah Wait for this Bhakt's reply over Kerala Fl… https://t.co/zMnqOjFxRp","neutral"
"1175",-1,"@Prajjval_ @RubikaLiyaquat @narendramodi @BJP4India @GautamGambhir Such a lame party is this @AamAadmiParty","negative"
"1176",0,"@imshashiii @GautamGambhir @BJP4India Absolutely👍","neutral"
"1177",0,"Hahaha....While a half-Pakistani is now deciding how India's PM is, the opposition is gladly accepting his words an… https://t.co/3SdG6VaJEW","neutral"
"1178",0,"RT @JerryByomkesh: Just imagine if ""#HuaToHua"" comes from @BJP4India post 2002 riots,
Wouldn't  @INCIndia &amp; entire ecosystem turn earth ups…","neutral"
"1179",0,"@mkatju My Assurance.. #NDA Government with @BJP4India with highest number of seats and easily crossing majority mark.","neutral"
"1180",1,"RT @umeshnigam1967: #NDTV @Tejasvi_Surya excellent debate by you-The Big Fight. You took many opponents head on including anchor @Nidhi.Inv…","positive"
"1181",0,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty so standing up for the m… https://t.co/fs0nXsrmrs","neutral"
"1182",0,"RT @rajeev_mp: The last 5 yrs @narendramodi has done more to #SecureIndia n for the cause of our VETERANS n our ARMED FORCES thn all govts…","neutral"
"1183",0,"@jitengajaria @ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India Try all their might and scr… https://t.co/pwMBciiChQ","neutral"
"1184",0,"RT @SwamiGeetika: @RahulGandhi More arrogance you and your congress men show, more resolute people of India will become to make BJP VICTORI…","neutral"
"1185",1,"#NDTV @Tejasvi_Surya excellent debate by you-The Big Fight. You took many opponents head on including anchor @Nidhi… https://t.co/ZMFGBkY7HS","positive"
"1186",0,"The moment when PAPPU's mentor Sam said 1984 ""HUA TOH HUA"" someone should have slaped him tightly and then say ""MAR… https://t.co/djOr8f2AFO","neutral"
"1187",0,"@bsesdelhi @ArvindKejriwal @BJP4India @RahulGandhi @PMOIndia @INCIndia @narendramodi @ErSatyendraJain @ljalan… https://t.co/k3VlBQ2Yz1","neutral"
"1188",2,"@narendramodi cancelling one free day for two additional rallies tells you he is in it to win it 
@RahulGandhi show… https://t.co/btqlRtnj7z","positive"
"1189",-1,"350 odd may have voted but most direct contest seats are pending 
Around 275-300 direct contests between @BJP4India… https://t.co/v1oKHHPOC6","negative"
"1190",2,"Why does it look like @BJP4India is the more politically astute party compared to the grand old @INCIndia 
75years… https://t.co/1VGV66dvFx","positive"
"1191",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Hahaha out of context.… https://t.co/6JyN5H6Gr0","neutral"
"1192",2,"RT @SandipGhose: @WIONews @BJP4India @palkisu @john_pether Very interesting discussions - far better than any of the mainstream channels. G…","positive"
"1193",0,"RT @VMuppi: Sam Pitroda @sampitroda ( full name - Satyanarayan Gangaram Pitroda) is a Gujarati. Why would he not help fellow gujarati PM @n…","neutral"
"1194",0,"RT @BJP4India: Dear Rahul Gandhi,

Speaking of interviews, we found this one photo from your India Today interview. 

When do you plan to r…","neutral"
"1195",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"1196",0,"My opinionCheck out BJP (@BJP4India): https://t.co/NzBHCtGtcb https://t.co/3rRsV0KrOj","neutral"
"1197",0,"@BJP4India @narendramodi @sampitroda @INCIndia @AmitShah @RahulGandhi @narendramodi @AmitShah This is the most amaz… https://t.co/5tTvJViuXF","neutral"
"1198",0,"@Deepu_V_Thomas @ajaishukla @BJP4India @nsitharaman @pbhushan1 Who is the last authority in such projects? CCS or D… https://t.co/nU5uCp8pE5","neutral"
"1199",1,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty like I said, not from De… https://t.co/6CWvxIxJLh","positive"
"1200",0,"RT @SULTANIA2019: President, IGNOU Research Scholars Association(IGNOURSA)said that @BJP4India will come back with full majority and we str…","neutral"
"1201",0,"RT @SULTANIA2019: @narendramodi @BJP4India @PrakashJavdekar @HRDMinistry @bjpsamvad @ProfKapilKumar @RSSorg @BJYM @rameshbidhuri @ManojTiwa…","neutral"
"1202",-1,"@InsaneJhalli @SubodhChitalia @narendramodi @BJP4India @RSSorg @AmitShah Absolutely!! Hating your opponent is one t… https://t.co/VXgtz8fgn2","negative"
"1203",0,"@sardanarohit WLD WISH @BJP4India  DRAG @AamAadmiParty TO THE COURT AND PUNISH UNTIL THEY PROMISE NOT TO DO SUCH THINGS.....","neutral"
"1204",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1205",0,"RT @INCIndia: Just let us know the dates of PM's press conference, we'll do a special screening. https://t.co/zbzULx6LGd","neutral"
"1206",0,"@BJP4India Good look that bjp bhag Sher ayaa","neutral"
"1207",0,"RT @SULTANIA2019: @narendramodi @BJP4India @PrakashJavdekar @HRDMinistry @bjpsamvad @ProfKapilKumar @RSSorg @BJYM @rameshbidhuri @ManojTiwa…","neutral"
"1208",-1,"@BJP4India @narendramodi @sampitroda @INCIndia @AmitShah @RahulGandhi And now @INCIndia has completely alienated th… https://t.co/yT1M8q56vR","negative"
"1209",0,"@abpnewstv @RahulGandhi @priyankagandhi @smritiirani @BJP4India Shame on smriti Irani  
first of all  priyanka Gand… https://t.co/ZSNWbTPUo4","neutral"
"1210",0,"@ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India @CMOMaharashtra @SirPareshRawal… https://t.co/BurrAHRRha","neutral"
"1211",0,"RT @rajeev_mp: The last 5 yrs @narendramodi has done more to #SecureIndia n for the cause of our VETERANS n our ARMED FORCES thn all govts…","neutral"
"1212",1,"@Zoina07 @KapilMishra_IND @BJP4India I have never thought about this one ... Pakistanis have the best recruiters in… https://t.co/A3TdcYe3oZ","positive"
"1213",0,"RT @VashiAgniveer: Dear @BJP4India @narendramodi @AmitShah, read this thread carefully

If person in video named Hans Raj Hans is BJP candi…","neutral"
"1214",0,"@szarita @Tejasvi_Surya @BJP4India Utterly despicable. Request my generation to not raise their kids to become anyt… https://t.co/DhaEKRzHHZ","neutral"
"1215",0,"@VasuChauhan3 @SubodhChitalia @narendramodi @BJP4India @RSSorg @AmitShah Nope! It isn't just old and unethical... i… https://t.co/n466ZSZgPl","neutral"
"1216",1,"@ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India EVM is not like a THAT person who speak o… https://t.co/TsdzONNU6k","positive"
"1217",-2,"@BJP4India @narendramodi @sampitroda @INCIndia @AmitShah Partying on INS Viraat is an issue but the bigger issue of… https://t.co/xIs2GuOtLl","negative"
"1218",0,"@SubodhChitalia @narendramodi @BJP4India Fact is you don't need my certificate for being called ""HINDU"". That's the… https://t.co/RvcAtsTVnU","neutral"
"1219",0,"RT @AnkitLal: It's been almost hour and half the embargo period for Delhi Lok Sabha polls has started.

All parties and candidates ask supp…","neutral"
"1220",-1,"RT @ZeeNews: #ModiOnZee: Don’t miss PM Narendra Modi’s ‘pure political’ interview with @sudhirchaudhary
tonight at 8 PM only on @ZeeNews 
@…","negative"
"1221",0,"@ashutosh83B @PawarSpeaks @AamAadmiParty @BJP4India Liars.","neutral"
"1222",1,"RT @HemantSorenJMM: Dear @PMOIndia @narendramodi ji, Many Congratulations. You have made all of us proud with your coveted title of ""Divide…","positive"
"1223",0,"@sas1234_ @indranilmandal @sanket @ndtv @ndtvindia @Nidhi @SreenivasanJain @PrannoyRoyNDTV @narendramodi @AmitShah… https://t.co/e5TPcaPUPS","neutral"
"1224",0,"RT @AnkitLal: It's been almost hour and half the embargo period for Delhi Lok Sabha polls has started.

All parties and candidates ask supp…","neutral"
"1225",0,"RT @BJP4India: Dear Rahul Gandhi,

Speaking of interviews, we found this one photo from your India Today interview. 

When do you plan to r…","neutral"
"1226",0,"RT @SinghPramod2784: Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat has gone to Sh…","neutral"
"1227",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty You're a Kejriwal guy… https://t.co/58j6IZk0MO","neutral"
"1228",-2,"RT @RavinarIN: Dear dumb spokies and supporters of @BJP4India on @Republic... Why in hell are you demanding ""Sack Pitroda""?.. Are you that…","negative"
"1229",0,"@InsaneJhalli @SubodhChitalia @narendramodi @BJP4India @RSSorg True!! On one side you have @AmitShah who speaks lik… https://t.co/7Xmc9ICyEy","neutral"
"1230",1,"@BJP4India  @narendramodi ji was aware that one of the dynasty's sycophants like @sampitroda  would certainly overr… https://t.co/TZz1LzKLZi","positive"
"1231",0,"RT @rajeev_mp: The last 5 yrs @narendramodi has done more to #SecureIndia n for the cause of our VETERANS n our ARMED FORCES thn all govts…","neutral"
