"","score","text","polarity"
"957",0,"#RT @CHOTIWALA: RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and th… https://t.co/Zhb3twWxSx","neutral"
"958",0,"#RT @CHOTIWALA: RT @RahulGandhi: Here’s a link to my interview with Sunetra Choudhury of the HIndustan Times on Mod… https://t.co/vXm0sFkdX2","neutral"
"959",-2,"@INCIndia @RahulGandhi @htTweets Modiji is not bothered about your fsmily. you lied about him and called him names.… https://t.co/Y8ijn4m3qA","negative"
"960",0,"@INCIndia @priyankagandhi @RahulGandhi its time to reply them in the same way as they are. Bring out the Karan thap… https://t.co/s0sSMUCl5y","neutral"
"961",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Chandigarh. #AbHogaNyay https://t.co/wSVKo33aHo","neutral"
"962",0,"RT @MYaskhi: ""Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and the future are concerned. So where else ca…","neutral"
"963",0,"RT @tweet2el1: Hello @RahulGandhi , I found Labour Day, Gujarat Day, Maharashtra Day, Basava Jayanti etc etc greetings on your TL. 

But lo…","neutral"
"964",1,"@nagma_morarji @RahulGandhi amazing move Congrats Nagma ji","positive"
"965",0,"RT @nagma_morarji: Bihar has already decided against the opportunist unholy allies ModiJi &amp;NitishJi.They will draw the curtain on their dra…","neutral"
"966",-1,"RT @nagma_morarji: Glad to have addressed a public gathering in Valmiki nagar, Bihar. People feel cheated by Nitish Kumar Ji. Modi Ji &amp; Nit…","negative"
"967",-1,"@1Patelzuber @geetv79 @RahulGandhi and here I was thinking I am a fool to take tools in my hand and do some work. I… https://t.co/hufmOidFmZ","negative"
"968",0,"RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and the future are concerned. So where else ca…","neutral"
"969",0,"RT @nagma_morarji: Bihar has already decided against the opportunist unholy allies ModiJi &amp;NitishJi.They will draw the curtain on their dra…","neutral"
"970",0,"RT @srinivasiyc: On one hand you have a leader who doesn't even move an inch when his staff faints of a heart attack.

On the other, there…","neutral"
"971",0,"#RT @CHOTIWALA: RT @JebiMather: When Little Aasim - whom @RahulGandhi called a “FIGHTER” visited @IYC Office and in… https://t.co/27uNj1kNFp","neutral"
"972",0,"RT @calamur: ""I don’t think about my father, grandmother or great-grandfather as much as Mr Modi does. ""
@RahulGandhi 
https://t.co/iTiJ9ol…","neutral"
"973",0,"#RT @CHOTIWALA: RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and th… https://t.co/RqfF5opHkJ","neutral"
"974",0,"#RT @CHOTIWALA: RT @RahulGandhi: Here’s a link to my interview with Sunetra Choudhury of the HIndustan Times on Mod… https://t.co/y5eZfm99VZ","neutral"
"975",-2,"RT @khushsundar: 1984 riots shouldn’t have happened..the pain will remain forever..the scars will never go away. #SoniaGandhiji #Dr.MMS @Ra…","negative"
"976",0,"@koenamitra @RahulGandhi Karma was what your father got for his role in 84 Sikh Massacre, IPKF, Bhopal Tragedy...","neutral"
"977",0,"RT @drshamamohd: 1984 shouldn’t have happened. Manmohan Singh had apologised for it , Sonia ji &amp; @RahulGandhi ji had expressed their regret…","neutral"
"978",-2,"@RahulGandhi Modi lost election because he cannot project his achievements.
The fool is continuing to look into oth… https://t.co/QIF4GkSphV","negative"
"979",-1,"RT @nehasamee11: Most of the times, I fall short of words to paise @RahulGandhi 
                        ♥️ https://t.co/8h5igo4krY","negative"
"980",0,"RT @MahilaCongress: Mr Narendra Modi is obsessed with my family. I don’t think about my father, grandmother or great-grandfather as much as…","neutral"
"981",-1,"@RahulGandhi Your sole claim to fame is your family and your lineage is besmirched by dark tales of corruption and mayhem. You must answer.","negative"
"982",1,"@gangadhar_dr @RahulGandhi wonderful tweet Congrats and thanks Dr ji. BJP needs to think but they don't have brain to think..","positive"
"983",0,"RT @RahulGandhi: Remembering Gurudev #RabindranathTagore ji on his birth anniversary. https://t.co/GoUljCdmuQ","neutral"
"984",0,"RT @MahilaCongress: Mr Narendra Modi is obsessed with my family. I don’t think about my father, grandmother or great-grandfather as much as…","neutral"
"985",0,"RT @drshamamohd: 1984 shouldn’t have happened. Manmohan Singh had apologised for it , Sonia ji &amp; @RahulGandhi ji had expressed their regret…","neutral"
"986",0,"RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and the future are concerned. So where else ca…","neutral"
"987",0,"@INCIndia To you @INCIndia @RahulGandhi @ArvindKejriwal https://t.co/sq1yyIfqBT","neutral"
"988",0,"RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and the future are concerned. So where else ca…","neutral"
"989",0,"#Congress is offended if #NarendraModi calls #IndianArmy our army but they treated #IndianNavy as personal gandhi f… https://t.co/qT4JtovZSb","neutral"
"990",0,"RT @ModiLeDubega: @RahulGandhi Live Interview De Rahul Ji","neutral"
"991",-1,"RT @timesofindia: #LokSabhaElections2019
#ElectionsWithTimes 

Modi hates my family, I will repay him with love: @RahulGandhi 

Read: https…","negative"
"992",0,"@INCIndia You didn’t give an option of “none of the above” or “I don’t believe in this post”? Same situation like… https://t.co/XygN2DavF9","neutral"
"993",-1,"RT @cchandramouli1: Sure @TajinderBagga. The @INCIndia's unmindful loose cannon Sam @sampitroda (who also happens to be @RahulGandhi MargDa…","negative"
"994",0,"RT @RitaG74: Anand Sharma- ""PM Modi has no family to go on vacations""

Who's attacking PM's personal life now @RahulGandhi ?
BTW you also a…","neutral"
"995",0,"@ashutosh83B @BJP4India @narendramodi @INCIndia @RahulGandhi @priyankagandhi @rssurjewala @sushmitadevmp Idiot go c… https://t.co/npCRoVIKyU","neutral"
"996",0,"RT @srinivasiyc: On one hand you have a leader who doesn't even move an inch when his staff faints of a heart attack.

On the other, there…","neutral"
"997",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Una, Himachal Pradesh. #AbHogaNyay https://t.co/9GIgv8uByq","neutral"
"998",0,"@GodduSahadev @sampitroda @rajeev_mp @BJP4Karnataka @RahulGandhi @priyankagandhi @INCIndia We used to hear that Sam… https://t.co/GxDFcMLNs7","neutral"
"999",0,"RT @htTweets: #RahulGandhiToHT | Spend 10 times more time than PM Modi thinking about India: @RahulGandhi in an interview with HT's @sunetr…","neutral"
"1000",0,"@RahulGandhi Sir i want to meet you please reply me","neutral"
"1001",1,"@BhavikaKapoor5 @INCIndia @RahulGandhi Ru sure inc gain seats","positive"
"1002",0,"RT @jafri_kousar: Please look into the matter in urgent.
@JKgrievance
@JKGovt1
@satyapalmalik
@narendramodi
@rajnathsingh
@RahulGandhi
@Zah…","neutral"
"1003",0,"RT @MahilaCongress: Mr Narendra Modi is obsessed with my family. I don’t think about my father, grandmother or great-grandfather as much as…","neutral"
"1004",0,"RT @beindiya: BBC News | Narendra Modi 'allowed' Gujarat 2002 anti-Muslim riots - https://t.co/0WVz6XguuG CAN MODI or BJP answer about this…","neutral"
"1005",0,"RT @drshamamohd: 1984 shouldn’t have happened. Manmohan Singh had apologised for it , Sonia ji &amp; @RahulGandhi ji had expressed their regret…","neutral"
"1006",1,"@RahulGandhi you are way better than that Moran called Modi","positive"
"1007",0,"RT @Supriya23bh: Do Watch the Full interview of Congress President Mr @RahulGandhi https://t.co/HWuF5BPzAh","neutral"
"1008",0,"RT @MahilaCongress: Mr Narendra Modi is obsessed with my family. I don’t think about my father, grandmother or great-grandfather as much as…","neutral"
"1009",0,"@ShobhaBJP @narendramodi @AnandSharmaINC better not to have dirty corrupt family like @RahulGandhi has. 

Look at h… https://t.co/9Ps8vKUnrC","neutral"
"1010",0,"@RahulGandhi Dear Raul Vinci: How many people have unhealthy obsession about your mom?","neutral"
"1011",0,"RT @rachitseth: Congress President @RahulGandhi’s Facebook post on Sam Pitroda’s comment. Do Read https://t.co/ZXESBDcEvT","neutral"
"1012",0,"For @RahulGandhi @ArvindKejriwal @kunalkamra88 @ravishndtv @kanhaiyakumar @prakashraaj 
&amp;  for everyone who wants t… https://t.co/Xvyx8pD1O2","neutral"
"1013",0,"RT @calamur: ""I don’t think about my father, grandmother or great-grandfather as much as Mr Modi does. ""
@RahulGandhi 
https://t.co/iTiJ9ol…","neutral"
"1014",1,"RT @MahilaCongress: “I am a pilot. I am used to turbulence. I will tell you when to get scared,” a smiling @RahulGandhi says to @thetribune…","positive"
"1015",2,"RT @i_theindian: @RahulGandhi PM Natendra Modi promised to clean up the Ganges river in his 2014 election run.

Today, 4,400 Olympic-sized…","positive"
"1016",0,"RT @DrGPradhan: Island booked for PM

Can @RahulGandhi tell ppl if Navy was his father personal property and the choppers &amp; Ships were his…","neutral"
"1017",0,"#RT @CHOTIWALA: RT @JebiMather: When Little Aasim - whom @RahulGandhi called a “FIGHTER” visited @IYC Office and in… https://t.co/RQWJsUsWlB","neutral"
"1018",0,"#RT @CHOTIWALA: RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and th… https://t.co/KzHdEGD8Yb","neutral"
"1019",0,"#RT @CHOTIWALA: RT @RahulGandhi: Here’s a link to my interview with Sunetra Choudhury of the HIndustan Times on Mod… https://t.co/zZuTZ3O8ZC","neutral"
"1020",0,"did #rahulgandhi father #RajivGandhi #bhrashtacharino1 used #IndianNavy for holidaying with #SoniaGandhi ?… https://t.co/pr6ibsQCmn","neutral"
"1021",0,"RT @rachitseth: Congress President @RahulGandhi’s Facebook post on Sam Pitroda’s comment. Do Read https://t.co/ZXESBDcEvT","neutral"
"1022",0,"RT @drshamamohd: 1984 shouldn’t have happened. Manmohan Singh had apologised for it , Sonia ji &amp; @RahulGandhi ji had expressed their regret…","neutral"
"1023",0,"@KumarSe72338987 @chitraSD @RahulGandhi Any Comments Guys ? https://t.co/ot8Yv67uOb","neutral"
"1024",0,"RT @htTweets: #HTExclusive | In an exclusive interview with HT's @sunetrac, Congress President @RahulGandhi responds to PM Modi’s comment t…","neutral"
"1025",0,"RT @Shehzad_Ind: Hua toh Hua is the real face of ""Nyay"" that @RahulGandhi &amp; his family can offer to us...remember this always","neutral"
"1026",-2,"RT @Sanju_Verma_: @RahulGandhi's @INCIndia,allowed defaulters to defraud banks,with zero recoveries of bad debts

Under @narendramodi,recov…","negative"
"1027",-2,"@biplab68 @_pallavighosh @RahulGandhi @sampitroda Why should he!!!???who burn Godhra Train???if he is guilty why sh… https://t.co/9e0BcptLTV","negative"
"1028",0,"RT @drshamamohd: 1984 shouldn’t have happened. Manmohan Singh had apologised for it , Sonia ji &amp; @RahulGandhi ji had expressed their regret…","neutral"
"1029",-1,"@calamur @RahulGandhi He is jealous of u that how csn u stay with ur family and he can't.

@RahulGandhi @INCIndia","negative"
"1030",0,"RT @RahulGandhi: Across India, it’s not just young people who are coming out in large numbers to vote for NYAY; older more experienced vote…","neutral"
"1031",0,"RT @drshamamohd: 1984 shouldn’t have happened. Manmohan Singh had apologised for it , Sonia ji &amp; @RahulGandhi ji had expressed their regret…","neutral"
"1032",1,"@RahulGandhi Hey RG, BTW why don't you give TV interviews? Face Arnab one more time. Now you are matured right and… https://t.co/Ci4Uwq3JWj","positive"
"1033",1,"@SridharJayshree @RahulGandhi @INCIndia Never heard a BJP leader apologises for anything. They are so clean and pious, never do any mistake.","positive"
"1034",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Chandigarh. #AbHogaNyay https://t.co/wSVKo33aHo","neutral"
"1035",0,"RT @RahulGandhi: Here’s the link to my interview with CNN18’s Arun Singh &amp; Pallavi Ghosh.

Ps. When will Modi Ji stop doing over produced,…","neutral"
"1036",0,"Finalllllyyyy I was able to decode #RahulGandhi ka Aalo se Sona banane ka forumla🧬

AALO == chips
Chips == calories… https://t.co/eiYwndxcpc","neutral"
"1037",0,"RT @drshamamohd: 1984 shouldn’t have happened. Manmohan Singh had apologised for it , Sonia ji &amp; @RahulGandhi ji had expressed their regret…","neutral"
"1038",0,"RT @JAslamBasha: Make in India, Start-up India, Sit Down India, Pakodas': CP @RahulGandhi Mocks Modi's Schemes

https://t.co/oNcYoHPHGi","neutral"
"1039",0,"RT @JAslamBasha: Make in India, Start-up India, Sit Down India, Pakodas': CP @RahulGandhi Mocks Modi's Schemes

https://t.co/oNcYoHPHGi","neutral"
"1040",0,"RT @MahilaCongress: Mr Narendra Modi is obsessed with my family. I don’t think about my father, grandmother or great-grandfather as much as…","neutral"
"1041",0,"RT @MahilaCongress: Mr Narendra Modi is obsessed with my family. I don’t think about my father, grandmother or great-grandfather as much as…","neutral"
"1042",0,"@drshamamohd @RahulGandhi @narendramodi exonerated by Supreme of India. @INCIndia tried its best to create false na… https://t.co/sXRW6erLXZ","neutral"
"1043",0,"@shahid_siddiqui @AtishiAAP Did @RahulGandhi said he stand with her","neutral"
"1044",0,"RT @sadhavi: To be fair to the Congress, it’s leaders have always expressed regret over #1984 , be it @capt_amarinder or ex PM MMS and @Rah…","neutral"
"1045",0,"RT @Kishan_Devani: **VOTE &amp; RT POLL for a larger sample**

Who will be the next PM of India? 

@narendramodi @RahulGandhi @Mayawati @Mamata…","neutral"
"1046",-1,"RT @KartikeyaTanna: Those crying over PM @narendramodi's remarks on @RahulGandhi's father dying as Bhrastachari No. 1, this, by the PM back…","negative"
"1047",0,"RT @sakshijoshii: Did anyone notice? PM has started giving interviews in @RahulGandhi style i.e from his rally’s location. Does it indicate…","neutral"
"1048",0,"RT @Supriya23bh: Mr @RahulGandhi: Ex PM Dr Manmohan Singhji has apologised. My mother,Sonia Gandhiji has apologised. We all hv made our pos…","neutral"
"1049",0,"@_pallavighosh @RahulGandhi @sampitroda Not again 🤦🏻‍♂️!!!Another thuk Chatta🤷🏻‍♂️🤷🏻‍♂️","neutral"
"1050",0,"'If Modi returns to power, only @RahulGandhi will be responsible: @ArvindKejriwal' makes me laugh as none of these… https://t.co/VSi5PRnwn4","neutral"
"1051",-1,"@akashbhardw @AtulTyagiBJP @RahulGandhi @INCIndia @AcharyaPramodk Bhai Acharya Pramod is fake Acharya in the garb o… https://t.co/CUJnJreToL","negative"
"1052",-1,"RT @Prof_Hariom: Big big big big breaking 
Punjab CM Captain Amrinder Singh admits that 5 top Congress  leaders carried out massacre of 800…","negative"
"1053",-2,"@timesofindia @RahulGandhi @narendramodi He is shameless cheater ever born  on this planet","negative"
"1054",-1,"RT @htTweets: Was too aggressive, says @RahulGandhi on tearing ordinance on corrupt netas

(@sunetrac reports)

https://t.co/dMyd6N3LUF htt…","negative"
"1055",0,"RT @Supriya23bh: Mr @RahulGandhi: Ex PM Dr Manmohan Singhji has apologised. My mother,Sonia Gandhiji has apologised. We all hv made our pos…","neutral"
"1056",0,"RT @MrsGandhi: The man legitimized corruption by openly admitting that out of every one rupee that the govt at the centre spends, only fift…","neutral"
"1057",0,"RT @rachitseth: Congress President @RahulGandhi’s Facebook post on Sam Pitroda’s comment. Do Read https://t.co/ZXESBDcEvT","neutral"
"1058",0,"@INCIndia @RahulGandhi U have the guts to debate on Refale and Bofor with ordinary citizen on a public platform ?","neutral"
"1059",0,"RT @i_theindian: @RahulGandhi Dividers a cross the world. https://t.co/rpBZBWjUn2","neutral"
"1060",1,"RT @DGrieshnak: Dear @RahulGandhi everyone including Supreme Court tried to correct you... Now you deserve this.

#RajivGandhiChorHai https…","positive"
"1061",0,"RT @Supriya23bh: Mr @RahulGandhi: Ex PM Dr Manmohan Singhji has apologised. My mother,Sonia Gandhiji has apologised. We all hv made our pos…","neutral"
"1062",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Chandigarh. #AbHogaNyay https://t.co/wSVKo33aHo","neutral"
"1063",0,"RT @drshamamohd: 1984 shouldn’t have happened. Manmohan Singh had apologised for it , Sonia ji &amp; @RahulGandhi ji had expressed their regret…","neutral"
"1064",0,"RT @SandipGhose: Interesting, and @sampitroda was @RahulGandhi's original choice for @rashtrapatibhvn the year @CitiznMukherjee was elected…","neutral"
"1065",0,"@RahulGandhi For u your family is everything ! For Modi, it is entire country which he considers as an his family !… https://t.co/amroCsS3rC","neutral"
"1066",0,"@sonamJain001 @RahulGandhi Sonam - that's EPIC...","neutral"
"1067",-1,"RT @65thakursahab: Dear @RahulGandhi please take @INCIndia back into the attack mode. 
We need to take the narrative back to the economy, j…","negative"
"1068",0,"For your misconception. @RabriDeviRJD @yadavtejashwi @RahulGandhi @ShashiTharoor @JhaSanjay @INCIndia @rssurjewala… https://t.co/iMFsLJSwap","neutral"
"1069",0,"@ANI He has a twitter handle and he never said that @RahulGandhi","neutral"
"1070",-1,"@INCTharoorian @RahulGandhi All wrong .... nyay will make us beggars , free money kills economy","negative"
"1071",0,"#RT @CHOTIWALA: RT @JebiMather: When Little Aasim - whom @RahulGandhi called a “FIGHTER” visited @IYC Office and in… https://t.co/Y7ft0wT18z","neutral"
"1072",0,"#RT @CHOTIWALA: RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and th… https://t.co/lIuPOkrM8k","neutral"
"1073",0,"#RT @CHOTIWALA: RT @RahulGandhi: Here’s a link to my interview with Sunetra Choudhury of the HIndustan Times on Mod… https://t.co/V1BAQOiX6p","neutral"
"1074",-1,"RT @nehasamee11: Most of the times, I fall short of words to paise @RahulGandhi 
                        ♥️ https://t.co/8h5igo4krY","negative"
"1075",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Chandigarh. #AbHogaNyay https://t.co/wSVKo33aHo","neutral"
"1076",0,"RT @arvinder_aulakh: Plz help me @SushmaSwaraj @RahulGandhi @rsrobin1 @narendramodi @RBPFPolice @PMOIndia @hcikingston @officeofssbadal @ca…","neutral"
"1077",1,"RT @NPDay: Exclusive: Don’t appreciate this nonsense, says @RahulGandhi of @sampitroda 1984 Sikh riots remark. Gandhi said he will personal…","positive"
"1078",0,"@Kavita_Sharma4 @RahulGandhi Congress ab ki baar","neutral"
"1079",2,"RT @i_theindian: @RahulGandhi PM Natendra Modi promised to clean up the Ganges river in his 2014 election run.

Today, 4,400 Olympic-sized…","positive"
"1080",0,"RT @drshamamohd: 1984 shouldn’t have happened. Manmohan Singh had apologised for it , Sonia ji &amp; @RahulGandhi ji had expressed their regret…","neutral"
"1081",0,"RT @CongressAICC: CP : @RahulGandhi Helping get our
helicopter going :) in Una, Himachal Pradesh. https://t.co/JOUuYlj2cV","neutral"
"1082",2,"RT @thesuniljain: For all the retired Navy top brass running to give a clean chit to Rajiv Gandhi @INCIndia @RahulGandhi. Today's @IndianEx…","positive"
"1083",1,"RT @sunetrac: From his ‘fondness’ for @ArvindKejriwal to @BarackObama ‘s admiration for @narendramodi , @RahulGandhi gives a no holds barre…","positive"
"1084",1,"RT @MahilaCongress: How do you want the future of India to look like ?

We all know how @RahulGandhi went out of the way to help Nirbaya's…","positive"
"1085",1,"Whom I will vote and why? Friends please vote wisely #voteforcongress  #AbHogaNYAY @RahulGandhi @IYC… https://t.co/zB4gfuE9Vz","positive"
"1086",0,"RT @ghazalawahab: If suddenly Indian #media has started giving space to @RahulGandhi, does it mean that they have sensed that #AayegaTohMod…","neutral"
"1087",0,"@HardikPatel_ @RahulGandhi @OfficeOfKNath @sherryontopp @ashokgehlot51 @priyankagandhi @JM_Scindia @ahmedpatel… https://t.co/FHBixHZ03p","neutral"
"1088",1,"RT @MahilaCongress: “I am a pilot. I am used to turbulence. I will tell you when to get scared,” a smiling @RahulGandhi says to @thetribune…","positive"
"1089",0,"RT @drshamamohd: 1984 shouldn’t have happened. Manmohan Singh had apologised for it , Sonia ji &amp; @RahulGandhi ji had expressed their regret…","neutral"
"1090",0,"RT @drshamamohd: 1984 shouldn’t have happened. Manmohan Singh had apologised for it , Sonia ji &amp; @RahulGandhi ji had expressed their regret…","neutral"
"1091",0,"@INCIndia @RahulGandhi Do you even listen to yourself while talking...Please change your leadership it will do wond… https://t.co/bbmP5fodKE","neutral"
"1092",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Chandigarh. #AbHogaNyay https://t.co/wSVKo33aHo","neutral"
"1093",0,"RT @srinivasiyc: On one hand you have a leader who doesn't even move an inch when his staff faints of a heart attack.

On the other, there…","neutral"
"1094",0,"RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and the future are concerned. So where else ca…","neutral"
"1095",2,"@News18India @RahulGandhi There is a difference between a CHAI WALA and in an educated person like Rahul Gandhi Ji.","positive"
"1096",0,"@Dr_Uditraj @INCIndia @RahulGandhi @INCDelhi Sir We Are Always With You. Aur Aapne Jin People's Ki Help Ki. Aaj Wo… https://t.co/8GNLicLjHO","neutral"
"1097",-1,"RT @Prof_Hariom: Latest from #Karnataka 

#Gowda Government in danger

#Congress on the verge of extinction

"" @RahulGandhi 's 20 MLAs
 cou…","negative"
"1098",0,"RT @rachitseth: Congress President @RahulGandhi’s Facebook post on Sam Pitroda’s comment. Do Read https://t.co/ZXESBDcEvT","neutral"
"1099",-1,"@rssurjewala @RahulGandhi @htTweets @sunetrac Not family, but former PMs. He is unfortunate that most of the PMs ar… https://t.co/E3F5ryoXG9","negative"
"1100",0,"Message to the politicians -- Twitter is used by educated people. Please don't post any fake views or lies.... espe… https://t.co/oURaowv1Cq","neutral"
"1101",0,"@paree7861 @Kamdhenulabora1 @RahulGandhi Wow, Ma'am your very own tweet is about Nehru ji ne kya kya banaya.🤣🤣🤣🤣🤣🤣🤣🤣🤣","neutral"
"1102",0,"Among all opposition leaders @RahulGandhi is lot nicer and decent. Expect him to deliver goods. Persecute me again. He may not probably.","neutral"
"1103",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Morena, Madhya Pradesh. #AbHogaNyay https://t.co/YHLBbgAsOz","neutral"
"1104",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Sirsa, Haryana. #AbHogaNyay https://t.co/Wxoy6cotZo","neutral"
"1105",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1106",0,"RT @calamur: ""I don’t think about my father, grandmother or great-grandfather as much as Mr Modi does. ""
@RahulGandhi 
https://t.co/iTiJ9ol…","neutral"
"1107",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Geeta Colony, Delhi. #AbHogaNyay https://t.co/EhKe29zk1q","neutral"
"1108",-2,"RT @Ajitmittayil17: #SabseBadaJhootaModi
Modi has a new topic to lie &amp; distract people from his non-performance!On a daily basis he is inve…","negative"
"1109",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Chandigarh. #AbHogaNyay https://t.co/wSVKo33aHo","neutral"
"1110",0,"RT @RahulGandhi: Across India, it’s not just young people who are coming out in large numbers to vote for NYAY; older more experienced vote…","neutral"
"1111",1,"@timesofindia @RahulGandhi @narendramodi Mr scamist thinks his family is honest a yudhisthir","positive"
"1112",0,"RT @nagma_morarji: Bihar has already decided against the opportunist unholy allies ModiJi &amp;NitishJi.They will draw the curtain on their dra…","neutral"
"1113",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Una, Himachal Pradesh. #AbHogaNyay https://t.co/9GIgv8uByq","neutral"
"1114",1,"@INCIndia @RahulGandhi @htTweets BJP has successfully destroyed future of @INCIndia . Ab jo past bacha hai usko to bacha lo...🤣🤣😅","positive"
"1115",0,"A huge round of applause for our star campaigners @RahulGandhi and Uncle Sam @sampitroda! 

Every time they open th… https://t.co/kAlgPrTRH8","neutral"
"1116",0,"@RahulGandhi CONGRESS BJP /help # ASAP # 21 years Married to UAE National # Victim of Circumstances # No Indian law… https://t.co/aaBB2Ucrld","neutral"
"1117",0,"@IndiaToday @sardesairajdeep @MamataOfficial Did you asked her how she got measurements of inner legs 🦵 length of @RahulGandhi ??","neutral"
"1118",0,"RT @AadeshRawal: The Former PM, Manmohan Singh Ji has apologised. My mother, Sonia Gandhi Ji has apologised. We all have made our position…","neutral"
"1119",0,"@Lcjoshi3 @BebakAawaj @RahulGandhi Epic 🤣🤣","neutral"
"1120",0,"@RahulGandhi Haramkhor Pappu, is Modi your's brother or auncle

Can you not able to write ""respected Modi""","neutral"
"1121",0,"Why don’t you ask Modi to apologise for 2002. Congress already apologised for 1984. He want to polarise sikh votes… https://t.co/Ef4IXegXey","neutral"
"1122",0,"@INCTharoorian @RahulGandhi @narendramodi And also, the same magazine says, Modi the reformer.","neutral"
"1123",1,"@yadavdimples @RahulGandhi Very good bhabi","positive"
"1124",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Chandigarh. #AbHogaNyay https://t.co/wSVKo33aHo","neutral"
"1125",-1,"RT @65thakursahab: Dear @RahulGandhi please take @INCIndia back into the attack mode. 
We need to take the narrative back to the economy, j…","negative"
"1126",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1127",-2,"RT @INCIndia: The Supreme Court has dismissed the ridiculous allegations by the Ministry of Home Affairs &amp; BJP leader @Swamy39 on Congress…","negative"
"1128",0,"RT @nagma_morarji: Bihar has already decided against the opportunist unholy allies ModiJi &amp;NitishJi.They will draw the curtain on their dra…","neutral"
"1129",0,"RT @MyFellowIndians: After Sam Pitroda's remarks on 1984 Riots, @RahulGandhi asked him to apologise.

After #SadhviPragya's Remarks on #hem…","neutral"
"1130",0,"RT @drshamamohd: 1984 shouldn’t have happened. Manmohan Singh had apologised for it , Sonia ji &amp; @RahulGandhi ji had expressed their regret…","neutral"
"1131",0,"RT @srinivasiyc: On one hand you have a leader who doesn't even move an inch when his staff faints of a heart attack.

On the other, there…","neutral"
"1132",0,"@INCIndia @PMOIndia @narendramodi @Akali_Dal_ @BJP4Delhi @BJPPunjab @sherryontopp @IMONewsOnline @GoldenTempleInd… https://t.co/JyEMnuhaIf","neutral"
"1133",0,"RT @sanjukta: In 2002 we didn't have so many tv channels. Ideally, today we should be once again debating Guj riots with more fervour but w…","neutral"
"1134",0,"RT @INCIndia: LIVE: Congress President @RahulGandhi addresses public meeting in Chandigarh. #AbHogaNyay https://t.co/wSVKo33aHo","neutral"
"1135",0,"RT @Supriya23bh: Mr @RahulGandhi: Ex PM Dr Manmohan Singhji has apologised. My mother,Sonia Gandhiji has apologised. We all hv made our pos…","neutral"
"1136",0,"@timesofindia @RahulGandhi Raga the physic character","neutral"
"1137",0,"RT @asif_ali55: Criminals behind #AimanZehra. should hang till death.  After that our girls will secure  sir you must reply for this tweet…","neutral"
"1138",0,"@RahulGandhi Sir ,need your help # ASAP # 21 years Married to UAE National # Victim of Circumstances # No Indian la… https://t.co/fqvaQ7e0eX","neutral"
"1139",0,"RT @AadeshRawal: The Former PM, Manmohan Singh Ji has apologised. My mother, Sonia Gandhi Ji has apologised. We all have made our position…","neutral"
"1140",0,"@ShekharGupta You need to learn left Liberals Economics Of @RahulGandhi @priyankagandhi and Jignesh How to create c… https://t.co/DAEv0olc0v","neutral"
"1141",0,"@RahulGandhi Sir if you can't respect the living, respect the dead - mediocrity is attacking a man who can't respon… https://t.co/IR4SSRoqaw","neutral"
"1142",2,"@INCIndia @RahulGandhi @htTweets @RahulGandhi ji with all respect I would like to tell you during the congress time… https://t.co/RjFXW87Hcs","positive"
"1143",1,"RT @Nilesh85167622: @Ndlotus1 @BhavikaKapoor5 @INCIndia @RahulGandhi Yes you are right ..I am getting almost same figure BJP + 240 and Cong…","positive"
"1144",0,"RT @Ndlotus1: @BhavikaKapoor5 @INCIndia @RahulGandhi Mumbai ""Satta Bazar""😀😀👇
(BJP सटोरिया)

Before 5TH phase 👇

BJP+ = 300 plus
Congress +…","neutral"
"1145",2,"RT @BhavikaKapoor5: On 23rd May 2019 people will see a miraculous come back like Phoenix of @INCIndia , all along my prediction for Congres…","positive"
