"","score","text","polarity"
"928",0,"@AartiTikoo @TarekFatah @realDonaldTrump @narendramodi @netanyahu @KremlinRussia_E @RTErdogan @KingSalman… https://t.co/DQh1E8h6SQ","neutral"
"929",0,"@Tambi_Dude @FrankBullit67 @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi Yes. That was ages… https://t.co/1BkDytUpPm","neutral"
"930",-2,"Request to Indian rail make strict rule for luggage 1 person can carry only cloths or maximum 5 kg luggage because… https://t.co/h6nsQHmD6y","negative"
"931",0,"RT @narendramodi: Campaigned in Azamgarh, Jaunpur and Prayagraj. 

The mood on the ground is overwhelmingly in favour of BJP. People feel o…","neutral"
"932",0,"RT @ShefVaidya: This has been one long, nerve-wrecking election. I cannot imagine how @narendramodi finds the stamina to address so many ra…","neutral"
"933",0,"@SubodhChitalia @AJChordia @TimesNow @hardeepdugal @RahulGandhi @narendramodi @priyankagandhi @INCIndia Hats off to… https://t.co/JSgdsawi32","neutral"
"934",1,"RT @Shehzad_Ind: Sam Pitroda : My Hindi is not good ! I couldn't translate Bura ! I meant jo hua bura hua!

Gujarat elections2017 all over…","positive"
"935",0,"@narendramodi When th Cong goes to EC on some issue like Rajiv Gandhi, it means Modi j has inserted his finger into… https://t.co/yqKWfrMFYY","neutral"
"936",-1,"RT @agrawal_virat: Talked to a college friend after a couple of yrs. Back in 2014 he was a critic of PM Modi &amp; I was a fan (a bigger one to…","negative"
"937",0,"RT @BobinsAbraham: Since we are talking about #timemagazine cover featuring @narendramodi here is how @TIME featured Indian PMs in the past…","neutral"
"938",1,"@Tambi_Dude @FrankBullit67 @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi I quite like his wr… https://t.co/zQ4XePc0cP","positive"
"939",-2,"RT @narendramodi: Didi,

Instead of getting angry at me please address the angers of:

The poor whose money TMC has looted. 

Youngsters wh…","negative"
"940",0,"RT @narendramodi: Being in Himachal Pradesh is a delight. 

My mind goes back to the time I spent in the state working for the BJP Organisa…","neutral"
"941",-1,"RT @syedssgks: Don't worry we have hands on experience of throwing out ""Dividers"", we sent back Britishers in past and it's his time now.
@…","negative"
"942",1,"RT @narendramodi: This is how Bankura welcomed me...Grateful for the immense love! https://t.co/QpGx2LFkU7","positive"
"943",0,"RT @rajnathsingh: Campaigned in Vaishali, Kanthi, Mathurapur and Kolkata North today. 

An overwhelming support is visible on the ground fo…","neutral"
"944",0,"RT @narendramodi: See how people came out in large numbers on the streets of Purulia. The writing on the wall is clear, West Bengal is set…","neutral"
"945",0,"RT @hiambuj: 5 minutes into the interview @Nidhi bombards the straight question, ""National security or DeMo, Jobs, economy"". &amp; Rebuttal on…","neutral"
"946",1,"RT @narendramodi: This is how Bankura welcomed me...Grateful for the immense love! https://t.co/QpGx2LFkU7","positive"
"947",0,"@Warped_warble @FrankBullit67 @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi wow. i must have… https://t.co/GUijXdgvz6","neutral"
"948",1,"RT @SwamiGeetika: @narendramodi #JitegaModiJitegaBharat 
Not India's Divider in Chief but the most beloved leader of India, Narendra Modi!…","positive"
"949",-3,"RT @narendramodi: BJP won’t allow TMC to impose their culture of thuggery, loot, bullying and nepotism on West Bengal. https://t.co/RPjn77N…","negative"
"950",0,"@ShefVaidya @narendramodi Except the supremacists he has united everyone - mullahs hindus christians Sikhs","neutral"
"951",-2,"@NAYAKHK @ANI @PMOIndia @narendramodi Bhai don't disturb him, he is in a intense battle with Rajiv Gandhi.","negative"
"952",0,"@NazlinShaikh @narendramodi @PMOIndia @AmitShah @BJP4Gujarat @BJP4India @hindustanse @cj_sachde @GaurangDesai5… https://t.co/Ua14NoKnT2","neutral"
"953",0,"RT @firstpost: #EXCLUSIVEINTERVIEW Vinod Pasricha, who retired from Indian Navy in 2002 was the captain on board #INSViraat, speaks exclusi…","neutral"
"954",0,"@realshooterdadi @MoHFW_INDIA @JPNadda @Ra_THORe @Media_SAI @PMOIndia @amritabhinder @MinistryWCD @narendramodi… https://t.co/5MAIA4YScW","neutral"
"955",0,"RT @MyViewsSoChill: Why hasn't #ElectionCommission not issued notice to @NarendraModi for his remarks against the  martyr RajivGandhi...EC…","neutral"
"956",1,"RT @yogi_arwind: It has amazed me all my life how Adi Shankara must have traveled on feet, the length &amp; breadth of erstwhile India few time…","positive"
"957",0,"RT @narendramodi: Sharing some glimpses from the rally in Hoshiarpur. The august presence of respected Badal Sahab made the rally even more…","neutral"
"958",1,"RT @narendramodi: Neither the Congress and Communists, nor TMC have shown any respect to the ideals of Gurudev Tagore. 

These are inherent…","positive"
"959",-1,"@UPPCLLKO @narendramodi @sdovaranasi resident of Varanasi Sarai Aurangabad complaint for low voltage 1 hour ago 3:4… https://t.co/kiWdEKMCfL","negative"
"960",0,"@sunetrac @DolaMohapatra @ArvindKejriwal @BarackObama @narendramodi @RahulGandhi @htTweets #justasking why RaGa giv… https://t.co/ec2RhUm6v1","neutral"
"961",2,"RT @HindustaniTweet: My freinds cute daughter Kimaya wants @narendramodi Govt. back again. It is amazing how PM modi connects with young ki…","positive"
"962",0,"@Warped_warble @Tambi_Dude @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi He has lived his wh… https://t.co/z8tYR0c3OL","neutral"
"963",-2,"RT @HarbirSingh_: Again the subcontinent's psychopathically self obsessed whiner-in-chief @AatishTaseer comes out spilling bitter self-sati…","negative"
"964",-1,"@larger_picture @yogi_arwind @rvaidya2000 @narendramodi Ritualistic blind walking? 🤔
And this guy calls himself a Y… https://t.co/Wf2mA71pib","negative"
"965",-2,"RT @narendramodi: She abuses me daily. 

Her party harasses innocent people and loots them. 

Under pressure from her, her administration d…","negative"
"966",0,"@INCIndia has @NarendraModi apologized for Gujarat Riots where he was solely responsible fr the Gujarat Genocide...… https://t.co/H5V6Bjfh6s","neutral"
"967",1,"RT @MyFellowIndians: This cover is dedicated to all those who keep on asking what did @narendramodi achieve on all his foreign trips &amp; how…","positive"
"968",-1,"Talked to a college friend after a couple of yrs. Back in 2014 he was a critic of PM Modi &amp; I was a fan (a bigger o… https://t.co/wlTEW1tBw9","negative"
"969",-1,"RT @vanitajain21: #JitegaModiJitegaBharat
#IstandwithGautamGambhir
#Congress apathy for nation is visible in it's words &amp; actions!
Cons did…","negative"
"970",0,"RT @advmonikaarora: Report card of @narendramodi
35 crore Bank accounts
12 crore Mudra loans
9 crore toilets
7 crore gas connections
50 cro…","neutral"
"971",0,"@FrankBullit67 @Tambi_Dude @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi I think he identifies as an atheist","neutral"
"972",0,"@neelkantbakshi @ManojTiwariMP @BJP4Delhi @BJP4India @narendramodi Correct","neutral"
"973",0,"RT @narendramodi: Sharing some glimpses from the rally in Hoshiarpur. The august presence of respected Badal Sahab made the rally even more…","neutral"
"974",0,"@Warped_warble @FrankBullit67 @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi In the book Enga… https://t.co/yhetbGKMMB","neutral"
"975",1,"RT @neelkantbakshi: Views of Sapna choudhry on @ManojTiwariMP ... @BJP4Delhi will win all the 7 seats ... let’s vote for @BJP4India and mak…","positive"
"976",0,"RT @CTRavi_BJP: Clicked these photos during my visit to Manduadih railway station in Varanasi that has been revamped with the latest facili…","neutral"
"977",0,"RT @ZeeNews: #ModiOnZee: War is not a solution to any problem, says PM Narendra Modi in an exclusive interview with @sudhirchaudhary 
Watch…","neutral"
"978",-1,"RT @MakrandParanspe: Shows how Western media persists in its predictable distortions &amp; prejudices deploying re-Orientalists such a @AatishT…","negative"
"979",0,"@FrankBullit67 @Tambi_Dude @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi I know he wrote an… https://t.co/vh1GTZI7Et","neutral"
"980",0,"@Atheist_Krishna @narendramodi @ShashiTharoor  had shared this video ages ago","neutral"
"981",0,"RT @narendramodi: Being in Himachal Pradesh is a delight. 

My mind goes back to the time I spent in the state working for the BJP Organisa…","neutral"
"982",-1,"RT @SwamiGeetika: ""During the time of elections, international agencies trying to create pressure &amp; manipulate as they don't want a strong…","negative"
"983",-1,"RT @ZeeNews: #ModiOnZee: Don’t miss PM Narendra Modi’s ‘pure political’ interview with @sudhirchaudhary
tonight at 8 PM only on @ZeeNews 
@…","negative"
"984",-1,"@narendramodi @AmitShah @BJP4India @ndtv @ndtvindia @Nidhi @ashutosh83B ji, your party AAP started this dirty langu… https://t.co/hcaXRxVpyN","negative"
"985",-2,"RT @narendramodi: In Haryana, Congress brought a very poor culture of corruption and favouritism in governance matters. 

The BJP Governmen…","negative"
"986",0,"@rohra_karan @kunaln123 @NadeemRamAli @AtishiAAP @narendramodi They tried for triple talaq bill a few times, succee… https://t.co/yC3cHHu0r4","neutral"
"987",0,"@saurabhmishra_1 @Payal_Rohatgi @narendramodi pm or loutera ??? https://t.co/QOTGyqmRRF","neutral"
"988",1,"RT @narendramodi: Rousing response in Rohtak!

Happy to see several farmers and youngsters come to bless us. The people of Haryana are goin…","positive"
"989",0,"RT @ZeeNews: BJP will get majority in Lok Sabha elections, says PM Narendra Modi in an exclusive conversation with @sudhirchaudhary
MUST WA…","neutral"
"990",0,"RT @narendramodi: Looking forward to addressing rallies in Rohtak (Haryana), Mandi (Himachal Pradesh) and Hoshiarpur (Punjab). Do watch the…","neutral"
"991",-1,"@Vinaykr60943857 @JyotiSNK @APWithCBN_101 @wtfex @ncbn @narendramodi 🤣🤣🤣
Most of his followers today are so guilt t… https://t.co/IYQsgNdUgx","negative"
"992",-1,"@EconomicTimes The most corrupted man who seems to have gotten away with 'murder'.
He not only spread widespread co… https://t.co/dEkgubZURG","negative"
"993",-1,"RT @warispathan: TIME magazine's latest cover story is a bitter truth that we have to accept. @narendramodi is a blot to the 'idea of India…","negative"
"994",0,"@FrankBullit67 @Tambi_Dude @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi Others usually I ca… https://t.co/8bGieuGcrc","neutral"
"995",0,"RT @narendramodi: Campaigned in Azamgarh, Jaunpur and Prayagraj. 

The mood on the ground is overwhelmingly in favour of BJP. People feel o…","neutral"
"996",1,"RT @Parikramah: 1. The rise of Hindu political leaders on the world stage, like @TulsiGabbard and @narendramodi will expose the global Left…","positive"
"997",0,"@Vipul_Kr91 @TimesMagazine @PMOIndia @narendramodi Religion of the writer of the article will tell you everything y… https://t.co/wwulynSmFc","neutral"
"998",1,"RT @narendramodi: During the UPA era there were Commonwealth Games. 

In our tenure Kumbh took place in Prayagraj. 

Both were great opport…","positive"
"999",0,"@shilpamdas @NatarajaMurthi @narendramodi Is Mani Shankar Aiyar still alive??? Been hearing he was a victim of surg… https://t.co/94QDsIu6lx","neutral"
"1000",-1,"@Imamofpeace @narendramodi Narendra Modi has been associated with an increasing amount of hostility towards the Chr… https://t.co/QFKShESh2X","negative"
"1001",-1,"RT @ZeeNews: #ModiOnZee: Don’t miss PM Narendra Modi’s ‘pure political’ interview with @sudhirchaudhary
tonight at 8 PM only on @ZeeNews 
@…","negative"
"1002",0,"RT @ZeeNews: BJP will get majority in Lok Sabha elections, says PM Narendra Modi in an exclusive conversation with @sudhirchaudhary
MUST WA…","neutral"
"1003",0,"RT @narendramodi: Looking forward to addressing rallies in Rohtak (Haryana), Mandi (Himachal Pradesh) and Hoshiarpur (Punjab). Do watch the…","neutral"
"1004",0,"RT @ZeeNews: #ModiOnZee: War is not a solution to any problem, says PM Narendra Modi in an exclusive interview with @sudhirchaudhary 
Watch…","neutral"
"1005",0,"@Tambi_Dude @Warped_warble @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi Taseer is gay. https://t.co/hY2kGATSKW","neutral"
"1006",1,"RT @narendramodi: Neither the Congress and Communists, nor TMC have shown any respect to the ideals of Gurudev Tagore. 

These are inherent…","positive"
"1007",1,"@ShahbazAnsar_ @_eMeNeF_ @narendramodi Laser gun advance weapon wow nothing else","positive"
"1008",-2,"RT @narendramodi: Didi,

Instead of getting angry at me please address the angers of:

The poor whose money TMC has looted. 

Youngsters wh…","negative"
"1009",-3,"RT @narendramodi: BJP won’t allow TMC to impose their culture of thuggery, loot, bullying and nepotism on West Bengal. https://t.co/RPjn77N…","negative"
"1010",0,"@Shehzad_Ind @RahulGandhi @Shehzad_Ind Bhai... You too are a puppy for @narendramodi 
https://t.co/t6OPl4NXpZ","neutral"
"1011",1,"RT @narendramodi: In Haryana and Delhi, the message of 'Sabka Saath, Sabka Vikas' is clearly resonating among people. 

Congress and other…","positive"
"1012",0,"@rohra_karan @kunaln123 @NadeemRamAli @AtishiAAP @narendramodi If the party intends to pass any bill, they should a… https://t.co/NtnEjkxUuU","neutral"
"1013",-2,"RT @narendramodi: She abuses me daily. 

Her party harasses innocent people and loots them. 

Under pressure from her, her administration d…","negative"
"1014",0,"RT @surajitdasgupta: Media houses like @TIME, @BBC, @nytimes, @washingtonpost, @guardian, etc forget this shrill messaging from the West ac…","neutral"
"1015",0,"@AnjumINC @BhavikaKapoor5 @khushsundar @ReallySwara @sardesairajdeep @narendramodi @RahulGandhi @iamsunnydeol… https://t.co/w5VNVRRRKf","neutral"
"1016",0,"RT @advmonikaarora: Report card of @narendramodi
35 crore Bank accounts
12 crore Mudra loans
9 crore toilets
7 crore gas connections
50 cro…","neutral"
"1017",-2,"RT @SirAiyar: Admiral Ramdas hit a tight slap to serial liar, hate monger @narendramodi on Rajiv Ji used INS Viraat for picnic. 

Do watch,…","negative"
"1018",0,"RT @narendramodi: Sharing some glimpses from the rally in Hoshiarpur. The august presence of respected Badal Sahab made the rally even more…","neutral"
"1019",0,"RT @hiambuj: 5 minutes into the interview @Nidhi bombards the straight question, ""National security or DeMo, Jobs, economy"". &amp; Rebuttal on…","neutral"
"1020",0,"RT @narendramodi: Leadership of @POTUS towards enhancing India-US strategic partnership is invaluable. 

India is committed to working with…","neutral"
"1021",3,"RT @narendramodi: Had a wonderful meeting with U.S. Secretary of Commerce @SecretaryRoss. 

It is a matter of great joy that the largest ev…","positive"
"1022",0,"What a witty heart stirring reflective comment of truth about Mr @sardesairajdeep, by Mr Pai which disturbed him sw… https://t.co/VcztnvNZqt","neutral"
"1023",-1,"RT @Nehr_who: @kunalkamra88 @narendramodi I feel ashamed to know that Terror accused Pragya thakur can contest election","negative"
"1024",0,"@nailainayat This is what @narendramodi meant when he said Pakistan khud ki maut marega, leave them alone","neutral"
"1025",0,"@FrankBullit67 @Warped_warble @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi LBGT?? I am miss… https://t.co/0ICU2c1RzK","neutral"
"1026",0,"RT @iamnivesh: @ShashiTharoor @AatishTaseer @INCIndia And the same issue says ""@narendramodi is India's best hope for economic reforms"" ref…","neutral"
"1027",2,"@sagarikaghose @narendramodi Regardless when the mist clears you’ll reconcile to the fact that he is best option 🥺","positive"
"1028",1,"RT @narendramodi: Rousing response in Rohtak!

Happy to see several farmers and youngsters come to bless us. The people of Haryana are goin…","positive"
"1029",0,"Why hasn't #ElectionCommission not issued notice to @NarendraModi for his remarks against the  martyr RajivGandhi..… https://t.co/F8dN3eIjL5","neutral"
"1030",0,"@narendramodi Same to you sir","neutral"
"1031",-1,"RT @rupasubramanya: The unthinkable is happening thanks to @narendramodi govt. Several economists and analysts say they're moving to use al…","negative"
"1032",0,"RT @Joydas: Hate King @narendramodi on the cover of Time Magazine. What a dishonour.... for the magazine!!! :-( https://t.co/zNNlvMqYfq","neutral"
"1033",0,"RT @ShefVaidya: This has been one long, nerve-wrecking election. I cannot imagine how @narendramodi finds the stamina to address so many ra…","neutral"
"1034",-2,"RT @karanbhasin95: You can criticize him all you want but even the fiercest of critics of Mr @narendramodi have to accept and admit that he…","negative"
"1035",0,"RT @ShefVaidya: This has been one long, nerve-wrecking election. I cannot imagine how @narendramodi finds the stamina to address so many ra…","neutral"
"1036",-1,"@rupasubramanya @narendramodi This is serious loss of credibility in international economic forums","negative"
"1037",0,"@narendramodi 
Congratulations on making India part of the International pride. Best Wishes on the next phase of leadership.","neutral"
"1038",1,"RT @yogi_arwind: It has amazed me all my life how Adi Shankara must have traveled on feet, the length &amp; breadth of erstwhile India few time…","positive"
"1039",0,"Thanks @TIME for exposing @narendramodi https://t.co/A0UqeK3hBM","neutral"
"1040",-1,"RT @SaralPatel: Strongly condemn @TIME for its ""India's Divider in Chief"" headline. 

It's very inaccurate, It should have been ""India's Di…","negative"
"1041",0,"@narendramodi List MUST SEE YouTube Capt. RAMESH LOHIA India Election Victory
1.https://t.co/wD4hsv79R0    
2.… https://t.co/obpw6N4z6i","neutral"
"1042",-1,"RT @NewIndianXpress: #TIMEMagazine features PM @narendramodi in a critical story titled India's Divider in Chief.
https://t.co/NgJL0QDCfA","negative"
"1043",0,"@Warped_warble @FrankBullit67 @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi His Stranger to… https://t.co/7smRAfcu7C","neutral"
"1044",0,"RT @narendramodi: See how people came out in large numbers on the streets of Purulia. The writing on the wall is clear, West Bengal is set…","neutral"
"1045",0,"RT @kunalkamra88: I feel more ashamed to have a PM like @narendramodi https://t.co/ODzxeKmDOS","neutral"
"1046",0,"RT @GoiMonitor: A roadmap for the new government on farm crisis. Interview with @Devinder_Sharma 

Full video: https://t.co/pKnMDSGYKK

#Lo…","neutral"
"1047",-1,"RT @Vikas4JNU: Who else is feeling ashamed because of article written by a journalist who father is Pakistani and he is British born journa…","negative"
"1048",-1,"RT @nzindmgt: @joharashwin @TheEconomist @TIME @narendramodi A cover article by yellow journalist does ruin the name and brand of #TimeMaga…","negative"
"1049",0,"@Warped_warble @Tambi_Dude @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi In the non-Muslim w… https://t.co/ooGmDi5BEB","neutral"
"1050",-1,"@TIME MODI JI is Great. In last 5 years he had transformed INDIA.
So biased journalism.
@abbas_nighat @narendramodi… https://t.co/OJtmU0emgi","negative"
"1051",0,"@IndianExpress @TIME you should put a disclaimer that Atish Taseer is PR of congress or you forgot to delete the wi… https://t.co/D4j5EQVt5G","neutral"
"1052",-1,"RT @rupasubramanya: The unthinkable is happening thanks to @narendramodi govt. Several economists and analysts say they're moving to use al…","negative"
"1053",0,"@HaribabuTDP Disgusting prime minister of India @narendramodi 
#ChowkidarChorHai","neutral"
"1054",0,"RT @narendramodi: Sharing some glimpses from the rally in Hoshiarpur. The august presence of respected Badal Sahab made the rally even more…","neutral"
"1055",-1,"Don't worry we have hands on experience of throwing out ""Dividers"", we sent back Britishers in past and it's his ti… https://t.co/C6azpQTnm7","negative"
"1056",1,"@narendramodi Very true. @sampitroda you thought we are fool, you wanted to say something else but as not good in h… https://t.co/EHwMbh8aKU","positive"
"1057",0,"@FrankBullit67 @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi ""In Maharashtra, all builders l… https://t.co/1IIe2UXfGK","neutral"
"1058",0,"RT @narendramodi: Being in Himachal Pradesh is a delight. 

My mind goes back to the time I spent in the state working for the BJP Organisa…","neutral"
"1059",0,"RT @narendramodi: Being in Himachal Pradesh is a delight. 

My mind goes back to the time I spent in the state working for the BJP Organisa…","neutral"
"1060",-1,"RT @sonari143ravi: #resumerrb7 is there someone who can listen to us and do justice coz it seems Hon. Supreme court is in denial mode. Benc…","negative"
"1061",0,"RT @ShefVaidya: This has been one long, nerve-wrecking election. I cannot imagine how @narendramodi finds the stamina to address so many ra…","neutral"
"1062",1,"RT @narendramodi: This is how Bankura welcomed me...Grateful for the immense love! https://t.co/QpGx2LFkU7","positive"
"1063",0,"@NRRPF @manikkesar @indianrail @narendramodi @RailMinIndia Matter forwarded to RPF/POST/Dli-M to look into the matt… https://t.co/6yVEDmsOew","neutral"
"1064",0,"RT @ChitimisettiS: #ResumeRrb7 @narendramodi 
Here we dont know about the case but we praying god for solving case because of the case stay…","neutral"
"1065",-1,"Punish these violators in a way that it becomes a lesson to those who think about committing such a crime""

°We hav… https://t.co/PIeyIkEAgu","negative"
"1066",1,"RT @narendramodi: During the UPA era there were Commonwealth Games. 

In our tenure Kumbh took place in Prayagraj. 

Both were great opport…","positive"
"1067",1,"RT @Shehzad_Ind: Sam Pitroda : My Hindi is not good ! I couldn't translate Bura ! I meant jo hua bura hua!

Gujarat elections2017 all over…","positive"
"1068",0,"@Tambi_Dude @FrankBullit67 @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi He is usually a ver… https://t.co/QIP5OJt0T4","neutral"
"1069",0,"RT @narendramodi: See how people came out in large numbers on the streets of Purulia. The writing on the wall is clear, West Bengal is set…","neutral"
"1070",-1,"RT @Bholenath: Like Tyrion Lannister said, ""I wish I was the monster you think I am."" @TIME and everyone else too wish @narendramodi was th…","negative"
"1071",2,"RT @HindustaniTweet: My freinds cute daughter Kimaya wants @narendramodi Govt. back again. It is amazing how PM modi connects with young ki…","positive"
"1072",0,"@AshwiniBJP @ArtiSharma001 @PMOIndia @narendramodi @rajnathsingh @arunjaitley @nitin_gadkari @nsitharaman… https://t.co/LICdV6qIvW","neutral"
"1073",-1,"RT @KamraSaby: #resumerrb7 #Resumerrb7 #ResumeRrb7 
It is really sad to see the esteemed judiciary giving date and again date to such an im…","negative"
"1074",0,"@Amitgup47822958 @narendramodi @kpmaurya1 @sanjubjptanda @MukutBihariVer1 @khabbutiwari Jay ho","neutral"
"1075",0,"RT @kunalkamra88: I feel more ashamed to have a PM like @narendramodi https://t.co/ODzxeKmDOS","neutral"
"1076",0,"@maliniawasthi @AashuSpeak @narendramodi @TIME Agree 100%. What China is doing to it's Muslim citizens, Even the mo… https://t.co/iwbnSRXonL","neutral"
"1077",-1,"RT @PreetiSMenon: Shame on you @GautamGambhir.
We all know it's mandatory to be a filthy misogynist to be in @BJP4India but your sordid fak…","negative"
"1078",-1,"@SwamiGeetika @narendramodi If he is not fake,people of same thinking are responsible for rise in terrorism in Indi… https://t.co/t3qhJg2GFU","negative"
"1079",0,"@narendramodi Demand Justice for #India's 8-Year-Old #Rape Victim - Sign the Petition! https://t.co/pQzmNInCsR via @ChangeOrg_India","neutral"
"1080",0,"RT @RavinarIN: One of the first things @NarendraModi should do in the second term is cancel all vacations in courts... At the most 1 week i…","neutral"
"1081",0,"RT @andanarayanan: @MakrandParanspe @AatishTaseer @narendramodi @RajeevSrinivasa @PMOIndia under PM Modi, India will grow to probably becom…","neutral"
"1082",0,"RT @rajnathsingh: Campaigned in Vaishali, Kanthi, Mathurapur and Kolkata North today. 

An overwhelming support is visible on the ground fo…","neutral"
"1083",0,"@kunalkamra88 Why don't you call @narendramodi on your show? #LokSabhaElections2019","neutral"
"1084",1,"RT @urfSaleem: @narendramodi These are the Hon'ble Indian women who helped Baba Saheb Ambedkar ji in Drafting the Indian Constitution https…","positive"
"1085",0,"RT @narendramodi: Looking forward to addressing rallies in Rohtak (Haryana), Mandi (Himachal Pradesh) and Hoshiarpur (Punjab). Do watch the…","neutral"
"1086",0,"@FrankBullit67 @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi Point.  @tavleen_singh","neutral"
"1087",0,"@Tambi_Dude @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi @tavleen_singh I'm just pointing o… https://t.co/32bK88FAR8","neutral"
"1088",1,"RT @ShahbazAnsar_: Full video at ThePrint: https://t.co/0qp1ONyspv

Rumours about @narendramodi's promise for laser guns and a salary hike…","positive"
"1089",-2,"RT @narendramodi: She abuses me daily. 

Her party harasses innocent people and loots them. 

Under pressure from her, her administration d…","negative"
"1090",0,"RT @narendramodi: See how people came out in large numbers on the streets of Purulia. The writing on the wall is clear, West Bengal is set…","neutral"
"1091",0,"@HarbirSingh_ @TarekFatah @AatishTaseer @realDonaldTrump @narendramodi Right said. 
 https://t.co/7q0cvBTMIG","neutral"
"1092",-1,"@ColTekpal @narendramodi @nsitharaman modi.. should know rawat will go but he has made armed forces as enemy .. mad… https://t.co/iXvu4xaoOl","negative"
"1093",0,"RT @ShefVaidya: Never understood why they call @narendramodi Divider-In-Chief, when he has managed to unite Mullahs, Missionaries, Marxists…","neutral"
"1094",0,"@ShefVaidya @narendramodi The percieved division is about segregation of
1. Nationalists from antinationals
2. Corr… https://t.co/LPnTDQUYMC","neutral"
"1095",1,"RT @narendramodi_in: Tune in to NaMo TV right away!

Shri @narendramodi has reached the rally venue in Hoshiarpur, Punjab, and is on the st…","positive"
"1096",1,"@Ram_Guha @AatishTaseer Slow clap to 2 biased writers, 1 who rewrites history to keep his pidi masters happy &amp; anot… https://t.co/igU6t3a8mT","positive"
"1097",0,"RT @ShefVaidya: This has been one long, nerve-wrecking election. I cannot imagine how @narendramodi finds the stamina to address so many ra…","neutral"
"1098",1,"If all BJP leaders started behaving like narendramodi and myogiadityanath  BJP will not have to do campaigning peop… https://t.co/c97YB8ILUC","positive"
"1099",0,"@FrankBullit67 @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi @tavleen_singh is not only anti… https://t.co/cf0pZzcQEO","neutral"
"1100",0,"@AnjumINC @BhavikaKapoor5 @khushsundar @ReallySwara @sardesairajdeep @narendramodi @RahulGandhi @iamsunnydeol… https://t.co/vbVnFum6hk","neutral"
"1101",0,"RT @adesh9293: #ResumeRRB7
Again new date Alloted today and that too of JULY..!! Even I don't know the repercussion of this sir @narendramo…","neutral"
"1102",0,"@ZubinaAhmd @narendramodi Please Switch ur account to your original name 
Don't use muslim name because of people l… https://t.co/CUQbLlPcOE","neutral"
"1103",0,"RT @narendramodi: Sharing some glimpses from the rally in Hoshiarpur. The august presence of respected Badal Sahab made the rally even more…","neutral"
"1104",0,"RT @narendramodi_in: An exciting, packed schedule for tomorrow on NaMo TV.

From Yoga to rallies of Shri @narendramodi and Shri @AmitShah,…","neutral"
"1105",0,"RT @narendramodi: Sharing some glimpses from the rally in Hoshiarpur. The august presence of respected Badal Sahab made the rally even more…","neutral"
"1106",1,"RT @akashbanerjee: 2016 - I had put @narendramodi on the cover of @TIME (April 1st issue) - along with champions of democracy like Putin/Ki…","positive"
"1107",0,"RT @hiambuj: 5 minutes into the interview @Nidhi bombards the straight question, ""National security or DeMo, Jobs, economy"". &amp; Rebuttal on…","neutral"
"1108",0,"@kunalkamra88 @narendramodi Please brace to live with that feeling for another 5 years!

You will hopefully be asha… https://t.co/SrduoERmxN","neutral"
"1109",0,"#india moves closer to #egovernace under #NarendraModi #Aadhar #biometric
Aadhaar services that you can avail via S… https://t.co/3ENfZTEt8S","neutral"
"1110",-2,"RT @maliniawasthi: World powers have always wished to see a weak India with a begging bowl.They fear a strong Indian Primeminister! @narend…","negative"
"1111",0,"@Tambi_Dude @lumarko2 @HarbirSingh_ @AatishTaseer @realDonaldTrump @narendramodi You won't find a single article by… https://t.co/mYOoqcODT8","neutral"
"1112",0,"RT @Mynation_MH: @rsprasad @EDWARDKRUK @mbachelet @lexpsy @unicefchief @narendramodi @NandanNilekani @TVMohandasPai @RNTata2000 @anandmahin…","neutral"
"1113",1,"RT @Shehzad_Ind: Sam Pitroda : My Hindi is not good ! I couldn't translate Bura ! I meant jo hua bura hua!

Gujarat elections2017 all over…","positive"
"1114",0,"RT @narendramodi: Sharing some glimpses from the rally in Hoshiarpur. The august presence of respected Badal Sahab made the rally even more…","neutral"
"1115",0,"RT @saidarshan: ""Bofors scandal""
Accused: Rajiv Gandhi
Fate: Acquitted

""2002 Godhra riots""
Accused: Narendra Modi
Fate: Acquitted

""Rafale…","neutral"
"1116",0,"@RiseofBurnol @RakaDesai @narendramodi Music to my ears ....👋👋👋","neutral"
